,date,region,sales
5799,2018-09-01,west,1557.0
5824,2018-09-02,north,1527.0
5825,2018-09-02,south,1653.0
5826,2018-09-02,east,1506.0
5827,2018-09-02,west,1575.0
5852,2018-09-03,north,1749.0
5853,2018-09-03,south,1770.0
5854,2018-09-03,east,1674.0
5855,2018-09-03,west,1650.0
5880,2018-09-04,north,1794.0
5881,2018-09-04,south,1509.0
5882,2018-09-04,east,1785.0
5883,2018-09-04,west,1539.0
5908,2018-09-05,north,1731.0
5909,2018-09-05,south,1617.0
5910,2018-09-05,east,1656.0
5911,2018-09-05,west,1599.0
5936,2018-09-06,north,1713.0
5937,2018-09-06,south,1506.0
5938,2018-09-06,east,1758.0
5939,2018-09-06,west,1650.0
5964,2018-09-07,north,1791.0
5965,2018-09-07,south,1623.0
5966,2018-09-07,east,1776.0
5967,2018-09-07,west,1653.0
5992,2018-09-08,north,1659.0
5993,2018-09-08,south,1755.0
5994,2018-09-08,east,1533.0
5995,2018-09-08,west,1557.0
6020,2018-09-09,north,1527.0
6021,2018-09-09,south,1614.0
6022,2018-09-09,east,1638.0
6023,2018-09-09,west,1704.0
6048,2018-09-10,north,1650.0
6049,2018-09-10,south,1656.0
6050,2018-09-10,east,1782.0
6051,2018-09-10,west,1527.0
6076,2018-09-11,north,1578.0
6077,2018-09-11,south,1767.0
6078,2018-09-11,east,1749.0
6079,2018-09-11,west,1524.0
6104,2018-09-12,north,1719.0
6105,2018-09-12,south,1695.0
6106,2018-09-12,east,1740.0
6107,2018-09-12,west,1533.0
6132,2018-09-13,north,1653.0
6133,2018-09-13,south,1560.0
6134,2018-09-13,east,1677.0
6135,2018-09-13,west,1539.0
6160,2018-09-14,north,1713.0
6161,2018-09-14,south,1554.0
6162,2018-09-14,east,1743.0
6163,2018-09-14,west,1701.0
6188,2018-09-15,north,1587.0
6189,2018-09-15,south,1512.0
6190,2018-09-15,east,1698.0
6191,2018-09-15,west,1746.0
6216,2018-09-16,north,1554.0
6217,2018-09-16,south,1554.0
6218,2018-09-16,east,1782.0
6219,2018-09-16,west,1782.0
6244,2018-09-17,north,1764.0
6245,2018-09-17,south,1620.0
6246,2018-09-17,east,1545.0
6247,2018-09-17,west,1722.0
6272,2018-09-18,north,1503.0
6273,2018-09-18,south,1530.0
6274,2018-09-18,east,1737.0
6275,2018-09-18,west,1692.0
6300,2018-09-19,north,1542.0
6301,2018-09-19,south,1758.0
6302,2018-09-19,east,1779.0
6303,2018-09-19,west,1593.0
6328,2018-09-20,north,1686.0
6329,2018-09-20,south,1749.0
6330,2018-09-20,east,1662.0
6331,2018-09-20,west,1569.0
6356,2018-09-21,north,1590.0
6357,2018-09-21,south,1665.0
6358,2018-09-21,east,1716.0
6359,2018-09-21,west,1704.0
6384,2018-09-22,north,1632.0
6385,2018-09-22,south,1581.0
6386,2018-09-22,east,1758.0
6387,2018-09-22,west,1641.0
6412,2018-09-23,north,1731.0
6413,2018-09-23,south,1677.0
6414,2018-09-23,east,1728.0
6415,2018-09-23,west,1755.0
6440,2018-09-24,north,1611.0
6441,2018-09-24,south,1593.0
6442,2018-09-24,east,1797.0
6443,2018-09-24,west,1560.0
6468,2018-09-25,north,1530.0
6469,2018-09-25,south,1770.0
6470,2018-09-25,east,1611.0
6471,2018-09-25,west,1701.0
6496,2018-09-26,north,1617.0
6497,2018-09-26,south,1515.0
6498,2018-09-26,east,1713.0
6499,2018-09-26,west,1500.0
6524,2018-09-27,north,1632.0
6525,2018-09-27,south,1713.0
6526,2018-09-27,east,1743.0
6527,2018-09-27,west,1587.0
6552,2018-09-28,north,1749.0
6553,2018-09-28,south,1533.0
6554,2018-09-28,east,1653.0
6555,2018-09-28,west,1512.0
6580,2018-09-29,north,1518.0
6581,2018-09-29,south,1623.0
6582,2018-09-29,east,1701.0
6583,2018-09-29,west,1596.0
6608,2018-09-30,north,1746.0
6609,2018-09-30,south,1536.0
6610,2018-09-30,east,1659.0
6611,2018-09-30,west,1524.0
6636,2018-10-01,north,1782.0
6637,2018-10-01,south,1632.0
6638,2018-10-01,east,1755.0
6639,2018-10-01,west,1650.0
6664,2018-10-02,north,1680.0
6665,2018-10-02,south,1701.0
6666,2018-10-02,east,1800.0
6667,2018-10-02,west,1740.0
6692,2018-10-03,north,1563.0
6693,2018-10-03,south,1788.0
6694,2018-10-03,east,1536.0
6695,2018-10-03,west,1764.0
6720,2018-10-04,north,1512.0
6721,2018-10-04,south,1560.0
6722,2018-10-04,east,1626.0
6723,2018-10-04,west,1797.0
6748,2018-10-05,north,1779.0
6749,2018-10-05,south,1683.0
6750,2018-10-05,east,1713.0
6751,2018-10-05,west,1794.0
6776,2018-10-06,north,1584.0
6777,2018-10-06,south,1647.0
6778,2018-10-06,east,1596.0
6779,2018-10-06,west,1515.0
6804,2018-10-07,north,1533.0
6805,2018-10-07,south,1608.0
6806,2018-10-07,east,1794.0
6807,2018-10-07,west,1578.0
6832,2018-10-08,north,1701.0
6833,2018-10-08,south,1617.0
6834,2018-10-08,east,1779.0
6835,2018-10-08,west,1785.0
6860,2018-10-09,north,1680.0
6861,2018-10-09,south,1590.0
6862,2018-10-09,east,1551.0
6863,2018-10-09,west,1587.0
6888,2018-10-10,north,1749.0
6889,2018-10-10,south,1701.0
6890,2018-10-10,east,1599.0
6891,2018-10-10,west,1506.0
6916,2018-10-11,north,1596.0
6917,2018-10-11,south,1800.0
6918,2018-10-11,east,1749.0
6919,2018-10-11,west,1674.0
6944,2018-10-12,north,1782.0
6945,2018-10-12,south,1647.0
6946,2018-10-12,east,1542.0
6947,2018-10-12,west,1656.0
6972,2018-10-13,north,1581.0
6973,2018-10-13,south,1713.0
6974,2018-10-13,east,1722.0
6975,2018-10-13,west,1686.0
7000,2018-10-14,north,1728.0
7001,2018-10-14,south,1755.0
7002,2018-10-14,east,1503.0
7003,2018-10-14,west,1602.0
7028,2018-10-15,north,1605.0
7029,2018-10-15,south,1719.0
7030,2018-10-15,east,1548.0
7031,2018-10-15,west,1626.0
7056,2018-10-16,north,1551.0
7057,2018-10-16,south,1662.0
7058,2018-10-16,east,1650.0
7059,2018-10-16,west,1788.0
7084,2018-10-17,north,1536.0
7085,2018-10-17,south,1551.0
7086,2018-10-17,east,1656.0
7087,2018-10-17,west,1644.0
7112,2018-10-18,north,1692.0
7113,2018-10-18,south,1518.0
7114,2018-10-18,east,1509.0
7115,2018-10-18,west,1674.0
7140,2018-10-19,north,1521.0
7141,2018-10-19,south,1632.0
7142,2018-10-19,east,1794.0
7143,2018-10-19,west,1689.0
7168,2018-10-20,north,1692.0
7169,2018-10-20,south,1662.0
7170,2018-10-20,east,1776.0
7171,2018-10-20,west,1710.0
7196,2018-10-21,north,1569.0
7197,2018-10-21,south,1704.0
7198,2018-10-21,east,1767.0
7199,2018-10-21,west,1767.0
7224,2018-10-22,north,1542.0
7225,2018-10-22,south,1707.0
7226,2018-10-22,east,1578.0
7227,2018-10-22,west,1521.0
7252,2018-10-23,north,1764.0
7253,2018-10-23,south,1683.0
7254,2018-10-23,east,1602.0
7255,2018-10-23,west,1755.0
7280,2018-10-24,north,1650.0
7281,2018-10-24,south,1629.0
7282,2018-10-24,east,1692.0
7283,2018-10-24,west,1542.0
7308,2018-10-25,north,1629.0
7309,2018-10-25,south,1587.0
7310,2018-10-25,east,1635.0
7311,2018-10-25,west,1653.0
7336,2018-10-26,north,1596.0
7337,2018-10-26,south,1524.0
7338,2018-10-26,east,1545.0
7339,2018-10-26,west,1707.0
7364,2018-10-27,north,1509.0
7365,2018-10-27,south,1509.0
7366,2018-10-27,east,1686.0
7367,2018-10-27,west,1785.0
7392,2018-10-28,north,1635.0
7393,2018-10-28,south,1752.0
7394,2018-10-28,east,1785.0
7395,2018-10-28,west,1755.0
7420,2018-10-29,north,1707.0
7421,2018-10-29,south,1701.0
7422,2018-10-29,east,1599.0
7423,2018-10-29,west,1782.0
7448,2018-10-30,north,1677.0
7449,2018-10-30,south,1719.0
7450,2018-10-30,east,1530.0
7451,2018-10-30,west,1776.0
7476,2018-10-31,north,1674.0
7477,2018-10-31,south,1641.0
7478,2018-10-31,east,1596.0
7479,2018-10-31,west,1506.0
7504,2018-11-01,north,1692.0
7505,2018-11-01,south,1623.0
7506,2018-11-01,east,1593.0
7507,2018-11-01,west,1551.0
7532,2018-11-02,north,1728.0
7533,2018-11-02,south,1608.0
7534,2018-11-02,east,1530.0
7535,2018-11-02,west,1791.0
7560,2018-11-03,north,1704.0
7561,2018-11-03,south,1653.0
7562,2018-11-03,east,1548.0
7563,2018-11-03,west,1626.0
7588,2018-11-04,north,1695.0
7589,2018-11-04,south,1590.0
7590,2018-11-04,east,1530.0
7591,2018-11-04,west,1644.0
7616,2018-11-05,north,1611.0
7617,2018-11-05,south,1617.0
7618,2018-11-05,east,1776.0
7619,2018-11-05,west,1641.0
7644,2018-11-06,north,1740.0
7645,2018-11-06,south,1590.0
7646,2018-11-06,east,1773.0
7647,2018-11-06,west,1641.0
7672,2018-11-07,north,1527.0
7673,2018-11-07,south,1755.0
7674,2018-11-07,east,1650.0
7675,2018-11-07,west,1593.0
7700,2018-11-08,north,1548.0
7701,2018-11-08,south,1623.0
7702,2018-11-08,east,1500.0
7703,2018-11-08,west,1569.0
7728,2018-11-09,north,1647.0
7729,2018-11-09,south,1662.0
7730,2018-11-09,east,1710.0
7731,2018-11-09,west,1719.0
7756,2018-11-10,north,1590.0
7757,2018-11-10,south,1539.0
7758,2018-11-10,east,1566.0
7759,2018-11-10,west,1770.0
7784,2018-11-11,north,1722.0
7785,2018-11-11,south,1524.0
7786,2018-11-11,east,1641.0
7787,2018-11-11,west,1662.0
7812,2018-11-12,north,1716.0
7813,2018-11-12,south,1611.0
7814,2018-11-12,east,1569.0
7815,2018-11-12,west,1797.0
7840,2018-11-13,north,1698.0
7841,2018-11-13,south,1581.0
7842,2018-11-13,east,1776.0
7843,2018-11-13,west,1644.0
7868,2018-11-14,north,1563.0
7869,2018-11-14,south,1707.0
7870,2018-11-14,east,1533.0
7871,2018-11-14,west,1572.0
7896,2018-11-15,north,1623.0
7897,2018-11-15,south,1698.0
7898,2018-11-15,east,1521.0
7899,2018-11-15,west,1707.0
7924,2018-11-16,north,1587.0
7925,2018-11-16,south,1776.0
7926,2018-11-16,east,1662.0
7927,2018-11-16,west,1578.0
7952,2018-11-17,north,1554.0
7953,2018-11-17,south,1515.0
7954,2018-11-17,east,1602.0
7955,2018-11-17,west,1557.0
7980,2018-11-18,north,1521.0
7981,2018-11-18,south,1740.0
7982,2018-11-18,east,1617.0
7983,2018-11-18,west,1647.0
8008,2018-11-19,north,1551.0
8009,2018-11-19,south,1500.0
8010,2018-11-19,east,1725.0
8011,2018-11-19,west,1563.0
8036,2018-11-20,north,1791.0
8037,2018-11-20,south,1578.0
8038,2018-11-20,east,1632.0
8039,2018-11-20,west,1674.0
8064,2018-11-21,north,1617.0
8065,2018-11-21,south,1509.0
8066,2018-11-21,east,1644.0
8067,2018-11-21,west,1542.0
8092,2018-11-22,north,1650.0
8093,2018-11-22,south,1758.0
8094,2018-11-22,east,1710.0
8095,2018-11-22,west,1737.0
8120,2018-11-23,north,1779.0
8121,2018-11-23,south,1743.0
8122,2018-11-23,east,1560.0
8123,2018-11-23,west,1719.0
8148,2018-11-24,north,1689.0
8149,2018-11-24,south,1605.0
8150,2018-11-24,east,1683.0
8151,2018-11-24,west,1518.0
8176,2018-11-25,north,1665.0
8177,2018-11-25,south,1671.0
8178,2018-11-25,east,1704.0
8179,2018-11-25,west,1731.0
8204,2018-11-26,north,1653.0
8205,2018-11-26,south,1542.0
8206,2018-11-26,east,1659.0
8207,2018-11-26,west,1650.0
8232,2018-11-27,north,1773.0
8233,2018-11-27,south,1647.0
8234,2018-11-27,east,1725.0
8235,2018-11-27,west,1644.0
8260,2018-11-28,north,1767.0
8261,2018-11-28,south,1728.0
8262,2018-11-28,east,1719.0
8263,2018-11-28,west,1677.0
8288,2018-11-29,north,1686.0
8289,2018-11-29,south,1527.0
8290,2018-11-29,east,1689.0
8291,2018-11-29,west,1686.0
8316,2018-11-30,north,1641.0
8317,2018-11-30,south,1665.0
8318,2018-11-30,east,1755.0
8319,2018-11-30,west,1551.0
8344,2018-12-01,north,1665.0
8345,2018-12-01,south,1527.0
8346,2018-12-01,east,1536.0
8347,2018-12-01,west,1656.0
8372,2018-12-02,north,1563.0
8373,2018-12-02,south,1554.0
8374,2018-12-02,east,1602.0
8375,2018-12-02,west,1737.0
8400,2018-12-03,north,1506.0
8401,2018-12-03,south,1755.0
8402,2018-12-03,east,1572.0
8403,2018-12-03,west,1608.0
8428,2018-12-04,north,1722.0
8429,2018-12-04,south,1788.0
8430,2018-12-04,east,1788.0
8431,2018-12-04,west,1587.0
8456,2018-12-05,north,1677.0
8457,2018-12-05,south,1725.0
8458,2018-12-05,east,1731.0
8459,2018-12-05,west,1518.0
8484,2018-12-06,north,1737.0
8485,2018-12-06,south,1797.0
8486,2018-12-06,east,1662.0
8487,2018-12-06,west,1662.0
8512,2018-12-07,north,1716.0
8513,2018-12-07,south,1596.0
8514,2018-12-07,east,1653.0
8515,2018-12-07,west,1635.0
8540,2018-12-08,north,1782.0
8541,2018-12-08,south,1773.0
8542,2018-12-08,east,1755.0
8543,2018-12-08,west,1719.0
8568,2018-12-09,north,1737.0
8569,2018-12-09,south,1548.0
8570,2018-12-09,east,1665.0
8571,2018-12-09,west,1659.0
8596,2018-12-10,north,1659.0
8597,2018-12-10,south,1575.0
8598,2018-12-10,east,1509.0
8599,2018-12-10,west,1767.0
8624,2018-12-11,north,1509.0
8625,2018-12-11,south,1527.0
8626,2018-12-11,east,1575.0
8627,2018-12-11,west,1620.0
8652,2018-12-12,north,1623.0
8653,2018-12-12,south,1623.0
8654,2018-12-12,east,1773.0
8655,2018-12-12,west,1743.0
8680,2018-12-13,north,1719.0
8681,2018-12-13,south,1782.0
8682,2018-12-13,east,1713.0
8683,2018-12-13,west,1593.0
8708,2018-12-14,north,1716.0
8709,2018-12-14,south,1686.0
8710,2018-12-14,east,1569.0
8711,2018-12-14,west,1704.0
8736,2018-12-15,north,1554.0
8737,2018-12-15,south,1545.0
8738,2018-12-15,east,1587.0
8739,2018-12-15,west,1800.0
8764,2018-12-16,north,1635.0
8765,2018-12-16,south,1620.0
8766,2018-12-16,east,1800.0
8767,2018-12-16,west,1641.0
8792,2018-12-17,north,1635.0
8793,2018-12-17,south,1527.0
8794,2018-12-17,east,1626.0
8795,2018-12-17,west,1716.0
8820,2018-12-18,north,1755.0
8821,2018-12-18,south,1755.0
8822,2018-12-18,east,1605.0
8823,2018-12-18,west,1779.0
8848,2018-12-19,north,1566.0
8849,2018-12-19,south,1566.0
8850,2018-12-19,east,1797.0
8851,2018-12-19,west,1770.0
8876,2018-12-20,north,1731.0
8877,2018-12-20,south,1551.0
8878,2018-12-20,east,1767.0
8879,2018-12-20,west,1626.0
8904,2018-12-21,north,1659.0
8905,2018-12-21,south,1710.0
8906,2018-12-21,east,1542.0
8907,2018-12-21,west,1569.0
8932,2018-12-22,north,1776.0
8933,2018-12-22,south,1578.0
8934,2018-12-22,east,1668.0
8935,2018-12-22,west,1527.0
8960,2018-12-23,north,1770.0
8961,2018-12-23,south,1623.0
8962,2018-12-23,east,1710.0
8963,2018-12-23,west,1731.0
8988,2018-12-24,north,1740.0
8989,2018-12-24,south,1632.0
8990,2018-12-24,east,1719.0
8991,2018-12-24,west,1500.0
9016,2018-12-25,north,1512.0
9017,2018-12-25,south,1605.0
9018,2018-12-25,east,1623.0
9019,2018-12-25,west,1533.0
9044,2018-12-26,north,1683.0
9045,2018-12-26,south,1734.0
9046,2018-12-26,east,1545.0
9047,2018-12-26,west,1587.0
9072,2018-12-27,north,1578.0
9073,2018-12-27,south,1650.0
9074,2018-12-27,east,1632.0
9075,2018-12-27,west,1713.0
9100,2018-12-28,north,1650.0
9101,2018-12-28,south,1794.0
9102,2018-12-28,east,1764.0
9103,2018-12-28,west,1797.0
9128,2018-12-29,north,1626.0
9129,2018-12-29,south,1794.0
9130,2018-12-29,east,1695.0
9131,2018-12-29,west,1740.0
9156,2018-12-30,north,1758.0
9157,2018-12-30,south,1785.0
9158,2018-12-30,east,1599.0
9159,2018-12-30,west,1689.0
9184,2018-12-31,north,1527.0
9185,2018-12-31,south,1710.0
9186,2018-12-31,east,1590.0
9187,2018-12-31,west,1653.0
9212,2019-01-01,north,1518.0
9213,2019-01-01,south,1632.0
9214,2019-01-01,east,1755.0
9215,2019-01-01,west,1551.0
9240,2019-01-02,north,1767.0
9241,2019-01-02,south,1605.0
9242,2019-01-02,east,1692.0
9243,2019-01-02,west,1794.0
9268,2019-01-03,north,1695.0
9269,2019-01-03,south,1737.0
9270,2019-01-03,east,1575.0
9271,2019-01-03,west,1509.0
9296,2019-01-04,north,1590.0
9297,2019-01-04,south,1500.0
9298,2019-01-04,east,1590.0
9299,2019-01-04,west,1638.0
9324,2019-01-05,north,1761.0
9325,2019-01-05,south,1590.0
9326,2019-01-05,east,1725.0
9327,2019-01-05,west,1551.0
9352,2019-01-06,north,1644.0
9353,2019-01-06,south,1779.0
9354,2019-01-06,east,1794.0
9355,2019-01-06,west,1638.0
9380,2019-01-07,north,1644.0
9381,2019-01-07,south,1647.0
9382,2019-01-07,east,1692.0
9383,2019-01-07,west,1623.0
9408,2019-01-08,north,1722.0
9409,2019-01-08,south,1551.0
9410,2019-01-08,east,1731.0
9411,2019-01-08,west,1701.0
9436,2019-01-09,north,1500.0
9437,2019-01-09,south,1764.0
9438,2019-01-09,east,1764.0
9439,2019-01-09,west,1635.0
9464,2019-01-10,north,1767.0
9465,2019-01-10,south,1551.0
9466,2019-01-10,east,1512.0
9467,2019-01-10,west,1686.0
9492,2019-01-11,north,1662.0
9493,2019-01-11,south,1512.0
9494,2019-01-11,east,1608.0
9495,2019-01-11,west,1611.0
9520,2019-01-12,north,1566.0
9521,2019-01-12,south,1773.0
9522,2019-01-12,east,1707.0
9523,2019-01-12,west,1752.0
9548,2019-01-13,north,1551.0
9549,2019-01-13,south,1503.0
9550,2019-01-13,east,1536.0
9551,2019-01-13,west,1728.0
9576,2019-01-14,north,1692.0
9577,2019-01-14,south,1521.0
9578,2019-01-14,east,1698.0
9579,2019-01-14,west,1791.0
9604,2019-01-15,north,1605.0
9605,2019-01-15,south,1761.0
9606,2019-01-15,east,1617.0
9607,2019-01-15,west,1503.0
9632,2019-01-16,north,1548.0
9633,2019-01-16,south,1734.0
9634,2019-01-16,east,1506.0
9635,2019-01-16,west,1533.0
9660,2019-01-17,north,1590.0
9661,2019-01-17,south,1707.0
9662,2019-01-17,east,1509.0
9663,2019-01-17,west,1653.0
9688,2019-01-18,north,1572.0
9689,2019-01-18,south,1563.0
9690,2019-01-18,east,1635.0
9691,2019-01-18,west,1734.0
9716,2019-01-19,north,1587.0
9717,2019-01-19,south,1506.0
9718,2019-01-19,east,1689.0
9719,2019-01-19,west,1701.0
9744,2019-01-20,north,1707.0
9745,2019-01-20,south,1557.0
9746,2019-01-20,east,1722.0
9747,2019-01-20,west,1629.0
9772,2019-01-21,north,1611.0
9773,2019-01-21,south,1515.0
9774,2019-01-21,east,1614.0
9775,2019-01-21,west,1593.0
9800,2019-01-22,north,1719.0
9801,2019-01-22,south,1506.0
9802,2019-01-22,east,1794.0
9803,2019-01-22,west,1731.0
9828,2019-01-23,north,1662.0
9829,2019-01-23,south,1728.0
9830,2019-01-23,east,1563.0
9831,2019-01-23,west,1662.0
9856,2019-01-24,north,1647.0
9857,2019-01-24,south,1638.0
9858,2019-01-24,east,1557.0
9859,2019-01-24,west,1518.0
9884,2019-01-25,north,1560.0
9885,2019-01-25,south,1656.0
9886,2019-01-25,east,1707.0
9887,2019-01-25,west,1767.0
9912,2019-01-26,north,1671.0
9913,2019-01-26,south,1686.0
9914,2019-01-26,east,1653.0
9915,2019-01-26,west,1647.0
9940,2019-01-27,north,1524.0
9941,2019-01-27,south,1503.0
9942,2019-01-27,east,1533.0
9943,2019-01-27,west,1785.0
9968,2019-01-28,north,1731.0
9969,2019-01-28,south,1782.0
9970,2019-01-28,east,1560.0
9971,2019-01-28,west,1782.0
9996,2019-01-29,north,1500.0
9997,2019-01-29,south,1728.0
9998,2019-01-29,east,1605.0
9999,2019-01-29,west,1614.0
10024,2019-01-30,north,1782.0
10025,2019-01-30,south,1638.0
10026,2019-01-30,east,1797.0
10027,2019-01-30,west,1641.0
10052,2019-01-31,north,1650.0
10053,2019-01-31,south,1536.0
10054,2019-01-31,east,1599.0
10055,2019-01-31,west,1740.0
10080,2019-02-01,north,1749.0
10081,2019-02-01,south,1581.0
10082,2019-02-01,east,1662.0
10083,2019-02-01,west,1509.0
10108,2019-02-02,north,1596.0
10109,2019-02-02,south,1638.0
10110,2019-02-02,east,1746.0
10111,2019-02-02,west,1611.0
10136,2019-02-03,north,1602.0
10137,2019-02-03,south,1722.0
10138,2019-02-03,east,1734.0
10139,2019-02-03,west,1749.0
10164,2019-02-04,north,1548.0
10165,2019-02-04,south,1647.0
10166,2019-02-04,east,1560.0
10167,2019-02-04,west,1542.0
10192,2019-02-05,north,1617.0
10193,2019-02-05,south,1659.0
10194,2019-02-05,east,1674.0
10195,2019-02-05,west,1524.0
10220,2019-02-06,north,1551.0
10221,2019-02-06,south,1722.0
10222,2019-02-06,east,1563.0
10223,2019-02-06,west,1692.0
10248,2019-02-07,north,1734.0
10249,2019-02-07,south,1584.0
10250,2019-02-07,east,1662.0
10251,2019-02-07,west,1545.0
10276,2019-02-08,north,1662.0
10277,2019-02-08,south,1614.0
10278,2019-02-08,east,1719.0
10279,2019-02-08,west,1788.0
10304,2019-02-09,north,1779.0
10305,2019-02-09,south,1665.0
10306,2019-02-09,east,1605.0
10307,2019-02-09,west,1641.0
10332,2019-02-10,north,1725.0
10333,2019-02-10,south,1611.0
10334,2019-02-10,east,1560.0
10335,2019-02-10,west,1575.0
10360,2019-02-11,north,1563.0
10361,2019-02-11,south,1773.0
10362,2019-02-11,east,1536.0
10363,2019-02-11,west,1551.0
10388,2019-02-12,north,1572.0
10389,2019-02-12,south,1608.0
10390,2019-02-12,east,1752.0
10391,2019-02-12,west,1734.0
10416,2019-02-13,north,1686.0
10417,2019-02-13,south,1782.0
10418,2019-02-13,east,1500.0
10419,2019-02-13,west,1731.0
10444,2019-02-14,north,1725.0
10445,2019-02-14,south,1578.0
10446,2019-02-14,east,1560.0
10447,2019-02-14,west,1644.0
10472,2019-02-15,north,1566.0
10473,2019-02-15,south,1584.0
10474,2019-02-15,east,1695.0
10475,2019-02-15,west,1734.0
10500,2019-02-16,north,1794.0
10501,2019-02-16,south,1731.0
10502,2019-02-16,east,1674.0
10503,2019-02-16,west,1599.0
10528,2019-02-17,north,1512.0
10529,2019-02-17,south,1653.0
10530,2019-02-17,east,1722.0
10531,2019-02-17,west,1641.0
10556,2019-02-18,north,1695.0
10557,2019-02-18,south,1749.0
10558,2019-02-18,east,1728.0
10559,2019-02-18,west,1764.0
10584,2019-02-19,north,1716.0
10585,2019-02-19,south,1599.0
10586,2019-02-19,east,1596.0
10587,2019-02-19,west,1644.0
10612,2019-02-20,north,1740.0
10613,2019-02-20,south,1641.0
10614,2019-02-20,east,1566.0
10615,2019-02-20,west,1656.0
10640,2019-02-21,north,1599.0
10641,2019-02-21,south,1725.0
10642,2019-02-21,east,1731.0
10643,2019-02-21,west,1719.0
10668,2019-02-22,north,1770.0
10669,2019-02-22,south,1794.0
10670,2019-02-22,east,1725.0
10671,2019-02-22,west,1713.0
10696,2019-02-23,north,1599.0
10697,2019-02-23,south,1743.0
10698,2019-02-23,east,1518.0
10699,2019-02-23,west,1614.0
10724,2019-02-24,north,1692.0
10725,2019-02-24,south,1755.0
10726,2019-02-24,east,1653.0
10727,2019-02-24,west,1524.0
10752,2019-02-25,north,1635.0
10753,2019-02-25,south,1734.0
10754,2019-02-25,east,1713.0
10755,2019-02-25,west,1578.0
10780,2019-02-26,north,1566.0
10781,2019-02-26,south,1653.0
10782,2019-02-26,east,1506.0
10783,2019-02-26,west,1656.0
10808,2019-02-27,north,1593.0
10809,2019-02-27,south,1545.0
10810,2019-02-27,east,1734.0
10811,2019-02-27,west,1635.0
10836,2019-02-28,north,1710.0
10837,2019-02-28,south,1569.0
10838,2019-02-28,east,1731.0
10839,2019-02-28,west,1599.0
10864,2019-03-01,north,1593.0
10865,2019-03-01,south,1707.0
10866,2019-03-01,east,1638.0
10867,2019-03-01,west,1539.0
10892,2019-03-02,north,1782.0
10893,2019-03-02,south,1794.0
10894,2019-03-02,east,1608.0
10895,2019-03-02,west,1689.0
10920,2019-03-03,north,1698.0
10921,2019-03-03,south,1518.0
10922,2019-03-03,east,1593.0
10923,2019-03-03,west,1611.0
10948,2019-03-04,north,1587.0
10949,2019-03-04,south,1686.0
10950,2019-03-04,east,1518.0
10951,2019-03-04,west,1632.0
10976,2019-03-05,north,1566.0
10977,2019-03-05,south,1569.0
10978,2019-03-05,east,1743.0
10979,2019-03-05,west,1557.0
11004,2019-03-06,north,1746.0
11005,2019-03-06,south,1662.0
11006,2019-03-06,east,1674.0
11007,2019-03-06,west,1608.0
11032,2019-03-07,north,1551.0
11033,2019-03-07,south,1581.0
11034,2019-03-07,east,1560.0
11035,2019-03-07,west,1674.0
11060,2019-03-08,north,1521.0
11061,2019-03-08,south,1782.0
11062,2019-03-08,east,1617.0
11063,2019-03-08,west,1797.0
11088,2019-03-09,north,1533.0
11089,2019-03-09,south,1749.0
11090,2019-03-09,east,1656.0
11091,2019-03-09,west,1644.0
11116,2019-03-10,north,1545.0
11117,2019-03-10,south,1776.0
11118,2019-03-10,east,1650.0
11119,2019-03-10,west,1737.0
11144,2019-03-11,north,1659.0
11145,2019-03-11,south,1722.0
11146,2019-03-11,east,1689.0
11147,2019-03-11,west,1692.0
11172,2019-03-12,north,1518.0
11173,2019-03-12,south,1581.0
11174,2019-03-12,east,1626.0
11175,2019-03-12,west,1668.0
11200,2019-03-13,north,1524.0
11201,2019-03-13,south,1797.0
11202,2019-03-13,east,1542.0
11203,2019-03-13,west,1653.0
11228,2019-03-14,north,1677.0
11229,2019-03-14,south,1524.0
11230,2019-03-14,east,1692.0
11231,2019-03-14,west,1704.0
11256,2019-03-15,north,1647.0
11257,2019-03-15,south,1671.0
11258,2019-03-15,east,1563.0
11259,2019-03-15,west,1650.0
11284,2019-03-16,north,1563.0
11285,2019-03-16,south,1680.0
11286,2019-03-16,east,1728.0
11287,2019-03-16,west,1680.0
11312,2019-03-17,north,1683.0
11313,2019-03-17,south,1638.0
11314,2019-03-17,east,1545.0
11315,2019-03-17,west,1671.0
11340,2019-03-18,north,1701.0
11341,2019-03-18,south,1515.0
11342,2019-03-18,east,1764.0
11343,2019-03-18,west,1668.0
11368,2019-03-19,north,1677.0
11369,2019-03-19,south,1752.0
11370,2019-03-19,east,1635.0
11371,2019-03-19,west,1605.0
11396,2019-03-20,north,1635.0
11397,2019-03-20,south,1596.0
11398,2019-03-20,east,1608.0
11399,2019-03-20,west,1779.0
11424,2019-03-21,north,1776.0
11425,2019-03-21,south,1635.0
11426,2019-03-21,east,1791.0
11427,2019-03-21,west,1779.0
11452,2019-03-22,north,1746.0
11453,2019-03-22,south,1545.0
11454,2019-03-22,east,1767.0
11455,2019-03-22,west,1731.0
11480,2019-03-23,north,1734.0
11481,2019-03-23,south,1509.0
11482,2019-03-23,east,1686.0
11483,2019-03-23,west,1797.0
11508,2019-03-24,north,1566.0
11509,2019-03-24,south,1557.0
11510,2019-03-24,east,1797.0
11511,2019-03-24,west,1755.0
11536,2019-03-25,north,1650.0
11537,2019-03-25,south,1500.0
11538,2019-03-25,east,1554.0
11539,2019-03-25,west,1734.0
11564,2019-03-26,north,1701.0
11565,2019-03-26,south,1782.0
